conference_name,h2_index,h2_text,h3_index,h3_text
Atlantic Coast Conference,1,Member universities,1,Full members
Atlantic Coast Conference,1,Member universities,2,Former members
Atlantic Coast Conference,1,Member universities,3,Membership map
Atlantic Coast Conference,1,Member universities,4,Membership timeline
Atlantic Coast Conference,2,History,1,Founding and early expansion
Atlantic Coast Conference,2,History,2,2010–present
Atlantic Coast Conference,3,Academics and ACC,1,Academic rankings
Atlantic Coast Conference,3,Academics and ACC,2,ACCAC and ACC academic network
Atlantic Coast Conference,3,Academics and ACC,3,ACCAC academic programs
Atlantic Coast Conference,4,Athletic department revenue by school,,
Atlantic Coast Conference,5,Key personnel,,
Atlantic Coast Conference,6,Facilities,,
Atlantic Coast Conference,7,Sports,1,Men's sponsored sports by school
Atlantic Coast Conference,7,Sports,2,Women's sponsored sports by school
Atlantic Coast Conference,7,Sports,3,Current champions
Atlantic Coast Conference,8,Football,1,Divisions and scheduling
Atlantic Coast Conference,8,Football,2,Bowl games
Atlantic Coast Conference,8,Football,3,National championships
Atlantic Coast Conference,8,Football,4,Intra-conference football rivalries
Atlantic Coast Conference,8,Football,5,Interconference football rivalries
Atlantic Coast Conference,9,Basketball,1,History
Atlantic Coast Conference,9,Basketball,2,Tournament as championship
Atlantic Coast Conference,9,Basketball,3,Present-day schedule
Atlantic Coast Conference,9,Basketball,4,National championships and Final Fours
Atlantic Coast Conference,10,Baseball,,
Atlantic Coast Conference,11,Field hockey,,
Atlantic Coast Conference,12,Golf,,
Atlantic Coast Conference,13,Lacrosse,,
Atlantic Coast Conference,14,Soccer,,
Atlantic Coast Conference,15,Tennis,,
Atlantic Coast Conference,16,Commissioners,,
Atlantic Coast Conference,17,NCAA team championships,,
Atlantic Coast Conference,18,Capital One Cup standings,,
Atlantic Coast Conference,19,Media,1,Current
Atlantic Coast Conference,19,Media,2,Former
Atlantic Coast Conference,20,See also,,
Atlantic Coast Conference,21,Notes,,
Atlantic Coast Conference,22,References,,
Atlantic Coast Conference,23,Further reading,,
Atlantic Coast Conference,24,External links,,
American Conference,1,History,1,The Big East
American Conference,1,History,2,Realignment and reorganization
American Conference,1,History,3,Membership timeline
American Conference,2,Member universities,1,Current full members
American Conference,2,Member universities,2,Affiliate members
American Conference,2,Member universities,3,Former full members
American Conference,2,Member universities,4,Former affiliate members
American Conference,3,Sports,1,Men's sponsored sports by school
American Conference,3,Sports,2,Women's sponsored sports by school
American Conference,4,Conference champions,,
American Conference,5,NCAA national championships,1,Team championships won by current members
American Conference,5,NCAA national championships,2,Team championships won as American Conference members
American Conference,5,NCAA national championships,3,Individual and relay championships by current members
American Conference,6,Football,1,All-time school and conference records
American Conference,6,Football,2,Football champions
American Conference,6,Football,3,Rivalries
American Conference,6,Football,4,Bowl games
American Conference,6,Football,5,Head football coach compensation
American Conference,6,Football,6,Conference individual honors
American Conference,7,Men's basketball,1,All-time school records by winning percentage
American Conference,7,Men's basketball,2,American Conference Men's Basketball NCAA Bids
American Conference,7,Men's basketball,3,Men's basketball champions
American Conference,7,Men's basketball,4,Intra-conference rivalries
American Conference,8,Women's basketball,1,All-time school records by winning percentage
American Conference,8,Women's basketball,2,Women's basketball champions
American Conference,9,Facilities,,
American Conference,10,Athletic department revenue by school,,
American Conference,11,Broadcasting and media rights,,
American Conference,12,See also,,
American Conference,13,Notes,,
American Conference,14,References,,
American Conference,15,External links,,
ASUN Conference,1,History,1,Formation
ASUN Conference,1,History,2,"Expansion, contraction, and rebranding"
ASUN Conference,1,History,3,Present
ASUN Conference,1,History,4,Loss of football schools to Rebranded United Athletic Conference
ASUN Conference,2,Member schools,1,Current full members
ASUN Conference,2,Member schools,2,Associate members
ASUN Conference,2,Member schools,3,Future associate members
ASUN Conference,2,Member schools,4,Former full members
ASUN Conference,2,Member schools,5,Former associate members
ASUN Conference,2,Member schools,6,Membership timeline
ASUN Conference,3,Sports sponsored,1,Men's sports
ASUN Conference,3,Sports sponsored,2,Women's sports
ASUN Conference,4,Facilities,,
ASUN Conference,5,All Sports Championships,1,Men's All Sports: Jesse C. Fletcher Trophy
ASUN Conference,5,All Sports Championships,2,Women's All Sports: Sherman Day Trophy
ASUN Conference,5,All Sports Championships,3,Combined All Sports: Bill Bibb Trophy
ASUN Conference,6,Championships,1,Men's basketball
ASUN Conference,6,Championships,2,Women's basketball
ASUN Conference,6,Championships,3,Baseball
ASUN Conference,7,Notes and references,,
ASUN Conference,8,External links,,
America East Conference,1,History,,
America East Conference,2,Members,1,Current full members
America East Conference,2,Members,2,Associate members
America East Conference,2,Members,3,Former full members
America East Conference,2,Members,4,Former associate members
America East Conference,2,Members,5,Membership timeline
America East Conference,3,Facilities,,
America East Conference,4,Sports sponsored,1,Men's sports
America East Conference,4,Sports sponsored,2,Women's sports
America East Conference,5,NCAA team championships,,
America East Conference,6,Men's basketball,1,All-time school record by winning percentage
America East Conference,6,Men's basketball,2,List of regular season champions
America East Conference,6,Men's basketball,3,List of tournament champions
America East Conference,6,Men's basketball,4,No. 16 UMBC upset of No. 1 Virginia
America East Conference,7,Women's basketball,1,All-time school record by winning percentage
America East Conference,7,Women's basketball,2,List of regular season champions
America East Conference,7,Women's basketball,3,List of tournament champions
America East Conference,8,Lacrosse,,
America East Conference,9,Soccer,1,2024 NCAA Championship win by the Vermont Catamounts
America East Conference,10,See also,,
America East Conference,11,References,,
America East Conference,12,External links,,
Atlantic 10 Conference,1,History,1,Early history
Atlantic 10 Conference,1,History,2,"Expansion, contraction, and football"
Atlantic 10 Conference,1,History,3,Conference realignments and expanding media presence
Atlantic 10 Conference,2,Member schools,1,Current members
Atlantic 10 Conference,2,Member schools,2,Former members
Atlantic 10 Conference,2,Member schools,3,Membership timeline
Atlantic 10 Conference,3,Atlantic 10 rivalries,,
Atlantic 10 Conference,4,Sports,1,Men's sponsored sports by school
Atlantic 10 Conference,4,Sports,2,Women's sponsored sports by school
Atlantic 10 Conference,4,Sports,3,Current tournament champions
Atlantic 10 Conference,5,Football (1997–2006),1,Origin
Atlantic 10 Conference,5,Football (1997–2006),2,Football champions
Atlantic 10 Conference,5,Football (1997–2006),3,"Demise/""rename"""
Atlantic 10 Conference,5,Football (1997–2006),4,A-10 schools in DI-A/FBS
Atlantic 10 Conference,6,Facilities,,
Atlantic 10 Conference,7,References,,
Atlantic 10 Conference,8,External links,,
BIG EAST Conference,1,History,1,The original Big East
BIG EAST Conference,1,History,2,Split and re-founding
BIG EAST Conference,1,History,3,Field hockey and lacrosse associate members
BIG EAST Conference,1,History,4,Return of UConn
BIG EAST Conference,1,History,5,Associate Member Changes
BIG EAST Conference,2,Commissioners,,
BIG EAST Conference,3,Academics,,
BIG EAST Conference,4,Apparel,,
BIG EAST Conference,5,Member schools,1,Full members
BIG EAST Conference,5,Member schools,2,Associate members
BIG EAST Conference,5,Member schools,3,Former associate members
BIG EAST Conference,5,Member schools,4,Membership timeline
BIG EAST Conference,6,Men's sports,1,Basketball
BIG EAST Conference,6,Men's sports,2,Soccer
BIG EAST Conference,6,Men's sports,3,Lacrosse
BIG EAST Conference,6,Men's sports,4,Baseball
BIG EAST Conference,6,Men's sports,5,Swimming and Diving
BIG EAST Conference,6,Men's sports,6,Cross Country
BIG EAST Conference,6,Men's sports,7,Tennis
BIG EAST Conference,7,Women's sports,1,Basketball
BIG EAST Conference,7,Women's sports,2,Field Hockey
BIG EAST Conference,7,Women's sports,3,Soccer
BIG EAST Conference,7,Women's sports,4,Softball
BIG EAST Conference,7,Women's sports,5,Swimming and diving
BIG EAST Conference,7,Women's sports,6,Volleyball
BIG EAST Conference,7,Women's sports,7,Cross Country
BIG EAST Conference,7,Women's sports,8,Lacrosse
BIG EAST Conference,8,NCAA team championships,,
BIG EAST Conference,9,Facilities,,
BIG EAST Conference,10,See also,,
BIG EAST Conference,11,Notes,,
BIG EAST Conference,12,References,,
BIG EAST Conference,13,External links,,
Big 12 Conference,1,Member universities,1,Full members
Big 12 Conference,1,Member universities,2,Membership map
Big 12 Conference,1,Member universities,3,Affiliate members
Big 12 Conference,1,Member universities,4,Former full members
Big 12 Conference,1,Member universities,5,Former affiliate members
Big 12 Conference,1,Member universities,6,Membership timeline
Big 12 Conference,2,Sports,1,Current champions
Big 12 Conference,2,Sports,2,Men's sponsored sports by university
Big 12 Conference,2,Sports,3,Women's sponsored sports by university
Big 12 Conference,3,History,,
Big 12 Conference,4,Academics,,
Big 12 Conference,5,Distinctive elements,1,Population base and markets
Big 12 Conference,5,Distinctive elements,2,Grant of Rights
Big 12 Conference,5,Distinctive elements,3,Tier 3 events
Big 12 Conference,5,Distinctive elements,4,Business partnerships and innovation
Big 12 Conference,6,Conference annual revenue distribution,,
Big 12 Conference,7,Athletic department revenue by school,,
Big 12 Conference,8,Facilities,,
Big 12 Conference,9,Key personnel,,
Big 12 Conference,10,Championships,1,National team titles by institution
Big 12 Conference,10,Championships,2,Most recent NCAA championship
Big 12 Conference,10,Championships,3,National championships
Big 12 Conference,11,Fall Sports,1,Men's Sports
Big 12 Conference,11,Fall Sports,2,Women's Sports
Big 12 Conference,12,Winter Sports,1,Men's Sports
Big 12 Conference,12,Winter Sports,2,Women's Sports
Big 12 Conference,13,Spring Sports,1,Men's Sports
Big 12 Conference,13,Spring Sports,2,Women's Sports
Big 12 Conference,13,Spring Sports,3,Combined Sports
Big 12 Conference,14,Other NCAA championships,1,Combined Sports
Big 12 Conference,14,Other NCAA championships,2,Conference champions
Big 12 Conference,15,Football,1,Championship game
Big 12 Conference,15,Football,2,Bowl affiliations
Big 12 Conference,16,Rivalries,,
Big 12 Conference,17,Men's Basketball,1,Conference champions
Big 12 Conference,17,Men's Basketball,2,NCAA tournament performance
Big 12 Conference,17,Men's Basketball,3,All-time wins
Big 12 Conference,17,Men's Basketball,4,All-time series record
Big 12 Conference,17,Men's Basketball,5,Big 12 series record
Big 12 Conference,18,Baseball,1,NCAA tournament performance
Big 12 Conference,19,Broadcasting and media rights,1,2012 media deal
Big 12 Conference,19,Broadcasting and media rights,2,2025 extension deal
Big 12 Conference,19,Broadcasting and media rights,3,Big 12 Studios
Big 12 Conference,20,References,,
Big 12 Conference,21,External links,,
Big Sky Conference,1,History,1,Fiftieth anniversary
Big Sky Conference,2,Member schools,1,Current full members
Big Sky Conference,2,Member schools,2,Future members
Big Sky Conference,2,Member schools,3,Affiliate members
Big Sky Conference,2,Member schools,4,Former full members
Big Sky Conference,2,Member schools,5,Former affiliate members
Big Sky Conference,2,Member schools,6,Membership timeline
Big Sky Conference,3,NCAA championships,,
Big Sky Conference,4,Sports,1,Affiliates
Big Sky Conference,4,Sports,2,Baseball
Big Sky Conference,4,Sports,3,Wrestling
Big Sky Conference,4,Sports,4,Men's sponsored sports by school
Big Sky Conference,4,Sports,5,Women's sponsored sports by school
Big Sky Conference,5,Facilities,,
Big Sky Conference,6,Basketball,1,Current NBA players
Big Sky Conference,6,Basketball,2,Conference rivalries
Big Sky Conference,6,Basketball,3,Non-conference rivalries
Big Sky Conference,6,Basketball,4,2021–22 home game attendance averages
Big Sky Conference,7,Rivalries,1,Protected football rivalries
Big Sky Conference,7,Rivalries,2,Conference
Big Sky Conference,7,Rivalries,3,Non-conference
Big Sky Conference,8,Commissioners,,
Big Sky Conference,9,Headquarters,,
Big Sky Conference,10,Big Sky championships,1,Men's basketball
Big Sky Conference,10,Big Sky championships,2,Women's basketball
Big Sky Conference,10,Big Sky championships,3,Football titles
Big Sky Conference,10,Big Sky championships,4,Football championships (by school)
Big Sky Conference,10,Big Sky championships,5,All-time school records by wins for current teams
Big Sky Conference,10,Big Sky championships,6,Overall Big Sky Conference champions
Big Sky Conference,11,References,,
Big Sky Conference,12,External links,,
Big South Conference,1,History,,
Big South Conference,2,Member schools,1,Current full members
Big South Conference,2,Member schools,2,Current associate members
Big South Conference,2,Member schools,3,Former full members
Big South Conference,2,Member schools,4,Former associate members
Big South Conference,2,Member schools,5,Membership timeline
Big South Conference,3,Sports,1,Men's sponsored sports by school
Big South Conference,3,Sports,2,Women's sponsored sports by school
Big South Conference,3,Sports,3,Football – players drafted by the NFL
Big South Conference,4,Conference champions,1,Men's basketball
Big South Conference,4,Conference champions,2,Basketball tournament championships by school
Big South Conference,4,Conference champions,3,Football
Big South Conference,4,Conference champions,4,Women's basketball
Big South Conference,4,Conference champions,5,Men's soccer
Big South Conference,5,Broadcasters (Big South Network / ESPN+),,
Big South Conference,6,National champions,,
Big South Conference,7,Facilities,,
Big South Conference,8,References,,
Big South Conference,9,External links,,
Big Ten Conference,1,Member universities,1,Full members
Big Ten Conference,1,Member universities,2,Membership map
Big Ten Conference,1,Member universities,3,Affiliate members
Big Ten Conference,1,Member universities,4,Former member
Big Ten Conference,1,Member universities,5,Membership timeline
Big Ten Conference,2,History,1,1890s: The conference's founding
Big Ten Conference,2,History,2,1900s: Becoming the Big Ten
Big Ten Conference,2,History,3,1940s: Chicago leaves and Michigan State joins
Big Ten Conference,2,History,4,"1990s: Penn State joins, Notre Dame declines"
Big Ten Conference,2,History,5,2010s: From 11 to 14
Big Ten Conference,2,History,6,2020s: Pacific expansion
Big Ten Conference,3,Academics,,
Big Ten Conference,4,Commissioners,,
Big Ten Conference,5,Athletic department revenue by school,,
Big Ten Conference,6,Key personnel,,
Big Ten Conference,7,Broadcasting and media rights,1,Fall 2007–Spring 2017
Big Ten Conference,7,Broadcasting and media rights,2,Fall 2017–Spring 2023
Big Ten Conference,7,Broadcasting and media rights,3,Fall 2023–Spring 2030
Big Ten Conference,8,Sports,1,Men's sponsored sports by school
Big Ten Conference,8,Sports,2,Women's sponsored sports by school
Big Ten Conference,9,Rivalries,1,Intra-conference football rivalries
Big Ten Conference,9,Rivalries,2,Extra-conference football rivalries
Big Ten Conference,9,Rivalries,3,Protected matchups
Big Ten Conference,9,Rivalries,4,Intra-conference basketball rivalries
Big Ten Conference,9,Rivalries,5,Extra-conference basketball rivalries
Big Ten Conference,9,Rivalries,6,Other sports
Big Ten Conference,9,Rivalries,7,Extra-conference rivalries
Big Ten Conference,10,Facilities,1,"Football, basketball, baseball, and soccer facilities"
Big Ten Conference,10,Facilities,2,Ice hockey arenas
Big Ten Conference,11,Football,1,All-time school records
Big Ten Conference,11,Football,2,Conference record in the College Football Playoff
Big Ten Conference,11,Football,3,Big Ten Conference champions
Big Ten Conference,11,Football,4,Bowl games
Big Ten Conference,11,Football,5,Head coach compensation
Big Ten Conference,11,Football,6,Marching bands
Big Ten Conference,11,Football,7,Conference individual honors
Big Ten Conference,12,Men's basketball,1,Conference Challenges
Big Ten Conference,12,Men's basketball,2,All-time school records
Big Ten Conference,12,Men's basketball,3,"National championships, Final Fours, and NCAA tournament appearances"
Big Ten Conference,12,Men's basketball,4,"Big Ten NCAA tournament champions, runners-up and locations"
Big Ten Conference,12,Men's basketball,5,Big Ten Post-season NIT championships and runners-up
Big Ten Conference,12,Men's basketball,6,Head coach compensation
Big Ten Conference,13,Women's basketball,1,"National championships, Final Fours, and NCAA tournament appearances"
Big Ten Conference,13,Women's basketball,2,"Big Ten NCAA tournament champions, runners-up and locations"
Big Ten Conference,13,Women's basketball,3,Big Ten Women's Basketball Invitation Tournament championship games
Big Ten Conference,13,Women's basketball,4,Big Ten Women's National Invitation Tournament championship games
Big Ten Conference,14,Volleyball,1,"National championships, Final Fours, and NCAA tournament appearances"
Big Ten Conference,14,Volleyball,2,"NCAA volleyball champions, runners-up, and scores"
Big Ten Conference,15,Field hockey,1,"National championships, Final Fours, and NCAA tournament appearances"
Big Ten Conference,15,Field hockey,2,"NCAA field hockey champions, runners-up, and scores"
Big Ten Conference,16,Men's gymnastics,1,NCAA championships and runners-up
Big Ten Conference,17,Men's ice hockey,1,"Championships, Frozen Fours, and NCAA Tournament Appearances"
Big Ten Conference,17,Men's ice hockey,2,Conference records
Big Ten Conference,17,Men's ice hockey,3,Conference champions
Big Ten Conference,17,Men's ice hockey,4,Big Ten Men's Ice Hockey Tournament champions
Big Ten Conference,17,Men's ice hockey,5,"Big Ten NCAA tournament champions, runners-up and locations"
Big Ten Conference,17,Men's ice hockey,6,Awards
Big Ten Conference,17,Men's ice hockey,7,Outdoor ice hockey games
Big Ten Conference,18,Baseball,1,"Championships, College World Series, and NCAA tournament appearances"
Big Ten Conference,18,Baseball,2,"Men's College World Series champions, runners-up, and scores"
Big Ten Conference,19,Softball,1,"Championships, College World Series, and NCAA tournament appearances"
Big Ten Conference,19,Softball,2,"Women's College World Series champions, runners-up, and scores"
Big Ten Conference,20,Men's lacrosse,1,All-time school records
Big Ten Conference,20,Men's lacrosse,2,"Championships, Final Fours, and NCAA tournament appearances"
Big Ten Conference,20,Men's lacrosse,3,Big Ten Conference champions
Big Ten Conference,20,Men's lacrosse,4,Big Ten men's lacrosse tournament champions
Big Ten Conference,20,Men's lacrosse,5,"NCAA Men's lacrosse champions, runners-up, and scores"
Big Ten Conference,21,Women's lacrosse,1,All-time school records
Big Ten Conference,21,Women's lacrosse,2,"Championships, Final Fours, and NCAA tournament appearances"
Big Ten Conference,21,Women's lacrosse,3,Big Ten Conference champions
Big Ten Conference,21,Women's lacrosse,4,Big Ten women's lacrosse tournament champions
Big Ten Conference,21,Women's lacrosse,5,"NCAA Women's lacrosse champions, runners-up, and scores"
Big Ten Conference,22,Men's soccer,1,All-time school records
Big Ten Conference,22,Men's soccer,2,"Championships, College Cups, and NCAA tournament appearances"
Big Ten Conference,22,Men's soccer,3,"NCAA Men's soccer champions, runners-up, and scores"
Big Ten Conference,23,Women's soccer,1,"Championships, College Cups, and NCAA tournament appearances"
Big Ten Conference,23,Women's soccer,2,"NCAA Women's soccer champions, runners-up, and scores"
Big Ten Conference,24,Golf,,
Big Ten Conference,25,Tennis,,
Big Ten Conference,26,Awards and honors,1,Big Ten Athlete of the Year
Big Ten Conference,26,Awards and honors,2,Big Ten Medal of Honor
Big Ten Conference,26,Awards and honors,3,NACDA Learfield Sports Directors' Cup rankings
Big Ten Conference,26,Awards and honors,4,2023–24 Capital One Cup standings
Big Ten Conference,27,Conference records,,
Big Ten Conference,28,NCAA national titles,,
Big Ten Conference,29,Conference titles,,
Big Ten Conference,30,2024–25 champions,,
Big Ten Conference,31,See also,,
Big Ten Conference,32,References,,
Big Ten Conference,33,External links,,
Big West Conference,1,History,1,Pacific Coast Athletic Association
Big West Conference,1,History,2,Evolution
Big West Conference,1,History,3,The change to the Big West
Big West Conference,2,Member schools,1,Current full members
Big West Conference,2,Member schools,2,Future full members
Big West Conference,2,Member schools,3,Affiliate members
Big West Conference,2,Member schools,4,Future affiliate member
Big West Conference,2,Member schools,5,Former members
Big West Conference,2,Member schools,6,Membership timeline
Big West Conference,3,Sports,1,Men's sponsored sports by school
Big West Conference,3,Sports,2,Women's sponsored sports by school
Big West Conference,3,Sports,3,Current conference champions
Big West Conference,3,Sports,4,Former sports
Big West Conference,4,Academics,,
Big West Conference,5,Athletic department revenue by school,,
Big West Conference,6,Facilities,,
Big West Conference,7,NCAA team championships,,
Big West Conference,8,Commissioner's Cup,1,Overall Commissioner's Cups Table
Big West Conference,9,SoCal Challenge,,
Big West Conference,10,See also,,
Big West Conference,11,References,,
Big West Conference,12,External links,,
Coastal Athletic Association,1,History,,
Coastal Athletic Association,2,Commissioners,,
Coastal Athletic Association,3,Member schools,1,Full members
Coastal Athletic Association,3,Member schools,2,Associate members
Coastal Athletic Association,3,Member schools,3,Membership timeline
Coastal Athletic Association,4,Sports,1,Men's sponsored sports by school
Coastal Athletic Association,4,Sports,2,Women's sponsored sports by school
Coastal Athletic Association,4,Sports,3,Current champions
Coastal Athletic Association,5,Men's basketball,1,Regular season champions
Coastal Athletic Association,5,Men's basketball,2,History of the tournament final
Coastal Athletic Association,5,Men's basketball,3,Men's CAA tournament championships and finalists
Coastal Athletic Association,6,Women's basketball,1,Regular season champions
Coastal Athletic Association,6,Women's basketball,2,History of the tournament finals
Coastal Athletic Association,6,Women's basketball,3,Women's CAA tournament championships and finalists
Coastal Athletic Association,7,Football,,
Coastal Athletic Association,8,Men's soccer,1,Regular season champions
Coastal Athletic Association,8,Men's soccer,2,All-time conference championships
Coastal Athletic Association,9,Facilities,,
Coastal Athletic Association,10,References,,
Coastal Athletic Association,11,External links,,
Conference USA,1,Member schools,1,Current full members
Conference USA,1,Member schools,2,Membership map
Conference USA,1,Member schools,3,Affiliate members
Conference USA,1,Member schools,4,Former full members
Conference USA,1,Member schools,5,Former affiliate members
Conference USA,1,Member schools,6,Membership timeline
Conference USA,2,History,1,2005–06 realignment
Conference USA,2,History,2,2013–14 realignment
Conference USA,2,History,3,2014–15 realignment
Conference USA,2,History,4,2014–2021
Conference USA,2,History,5,2020s realignment
Conference USA,3,Hall of Fame,,
Conference USA,4,Commissioners,,
Conference USA,5,Sports,1,Sports sponsored
Conference USA,5,Sports,2,Men's sponsored sports by school
Conference USA,5,Sports,3,Women's sponsored sports by school
Conference USA,5,Sports,4,Football
Conference USA,5,Sports,5,Men's basketball
Conference USA,5,Sports,6,Women's basketball
Conference USA,5,Sports,7,Baseball
Conference USA,6,Championships,1,Current CUSA champions
Conference USA,6,Championships,2,National champions
Conference USA,7,Facilities,,
Conference USA,8,Athletic department revenue by school,,
Conference USA,9,Media,1,CUSA.tv
Conference USA,9,Media,2,Return to ESPN and CBS Sports Network
Conference USA,10,Academics,,
Conference USA,11,References,,
Conference USA,12,External links,,
Horizon League,1,History,1,Foundation (1978–1979)
Horizon League,1,History,2,Maturity (1980–1992)
Horizon League,1,History,3,Modern era (1990-)
Horizon League,2,Member schools,1,Current full members
Horizon League,2,Member schools,2,Future members
Horizon League,2,Member schools,3,Associate members
Horizon League,2,Member schools,4,Former full members
Horizon League,2,Member schools,5,Membership timeline
Horizon League,3,Sponsored sports,1,Men's sponsored sports by school
Horizon League,3,Sponsored sports,2,Women's sponsored sports by school
Horizon League,4,Media rights,,
Horizon League,5,Men's basketball,1,Horizon League men's basketball tournament champions
Horizon League,5,Men's basketball,2,Historic
Horizon League,5,Men's basketball,3,2000s
Horizon League,6,Other sports,,
Horizon League,7,Facilities,,
Horizon League,8,See also,,
Horizon League,9,Footnotes,,
Horizon League,10,References,,
Horizon League,11,External links,,
Ivy League,1,Overview,,
Ivy League,2,Members,1,Current schools
Ivy League,2,Members,2,Former affiliate members
Ivy League,3,History,1,Institutional history
Ivy League,3,History,2,Origin of the name
Ivy League,3,History,3,Pre–Ivy League
Ivy League,3,History,4,History of the athletic league
Ivy League,4,Academics,1,Undergraduate admissions
Ivy League,4,Academics,2,Prestige
Ivy League,4,Academics,3,Collaboration
Ivy League,5,History of diversity,1,Racial segregation and integration
Ivy League,5,History of diversity,2,Fashion and lifestyle
Ivy League,5,History of diversity,3,Social elitism
Ivy League,5,History of diversity,4,U.S. presidents in the Ivy League
Ivy League,6,Student demographics,1,Race and ethnicity
Ivy League,6,Student demographics,2,Geographic distribution
Ivy League,6,Student demographics,3,Socioeconomics and social class
Ivy League,6,Student demographics,4,Graduation rates
Ivy League,7,Faculty demographics,1,Race and ethnicity
Ivy League,8,Competition and athletics,1,FCS Championship
Ivy League,8,Competition and athletics,2,Sprint football
Ivy League,8,Competition and athletics,3,Teams
Ivy League,8,Competition and athletics,4,Men's sponsored sports by school
Ivy League,8,Competition and athletics,5,Women's sponsored sports by school
Ivy League,8,Competition and athletics,6,Historical results
Ivy League,8,Competition and athletics,7,Rivalries
Ivy League,9,Championships,1,NCAA team championships
Ivy League,10,Athletic facilities,,
Ivy League,11,Other Ivies,1,IvyPlus
Ivy League,12,See also,,
Ivy League,13,Notes,,
Ivy League,14,References,,
Ivy League,15,External links,,
Metro Atlantic Athletic Conference,1,History,1,Athletic and academic success
Metro Atlantic Athletic Conference,2,Member institutions,1,Current
Metro Atlantic Athletic Conference,2,Member institutions,2,Associate members
Metro Atlantic Athletic Conference,2,Member institutions,3,Former members
Metro Atlantic Athletic Conference,2,Member institutions,4,Membership timeline
Metro Atlantic Athletic Conference,3,Sports,1,Men's
Metro Atlantic Athletic Conference,3,Sports,2,Women's
Metro Atlantic Athletic Conference,4,Facilities,,
Metro Atlantic Athletic Conference,5,Basketball,1,Men's
Metro Atlantic Athletic Conference,5,Basketball,2,Women's
Metro Atlantic Athletic Conference,6,Baseball,1,Champions
Metro Atlantic Athletic Conference,7,Soccer,1,Men's
Metro Atlantic Athletic Conference,7,Soccer,2,Women's
Metro Atlantic Athletic Conference,8,Lacrosse,1,Men's
Metro Atlantic Athletic Conference,8,Lacrosse,2,Women's
Metro Atlantic Athletic Conference,9,Swimming and diving,1,Conference champions
Metro Atlantic Athletic Conference,10,Cross country,1,Champions
Metro Atlantic Athletic Conference,11,Volleyball,1,Women's
Metro Atlantic Athletic Conference,12,Football,1,Champions
Metro Atlantic Athletic Conference,13,Ice hockey,1,History
Metro Atlantic Athletic Conference,13,Ice hockey,2,Ice hockey membership timeline
Metro Atlantic Athletic Conference,13,Ice hockey,3,Champions
Metro Atlantic Athletic Conference,14,Notable sports figures,1,Baseball
Metro Atlantic Athletic Conference,14,Notable sports figures,2,Basketball
Metro Atlantic Athletic Conference,14,Notable sports figures,3,Soccer
Metro Atlantic Athletic Conference,15,References,,
Metro Atlantic Athletic Conference,16,External links,,
Mid-American Conference,1,History,,
Mid-American Conference,2,Member universities,1,Membership map
Mid-American Conference,2,Member universities,2,Current full members
Mid-American Conference,2,Member universities,3,Current affiliate members
Mid-American Conference,2,Member universities,4,Future affiliate members
Mid-American Conference,2,Member universities,5,Former full members
Mid-American Conference,2,Member universities,6,Former affiliate members
Mid-American Conference,2,Member universities,7,Membership timeline
Mid-American Conference,3,Academics,,
Mid-American Conference,4,Sports,1,Men's sponsored sports by school
Mid-American Conference,4,Sports,2,Women's sponsored sports by school
Mid-American Conference,5,Football,1,Scheduling
Mid-American Conference,5,Football,2,All-time results
Mid-American Conference,5,Football,3,MAC champions
Mid-American Conference,5,Football,4,College Football Playoff
Mid-American Conference,5,Football,5,Rivalries
Mid-American Conference,6,Basketball,,
Mid-American Conference,7,Championships,1,Current MAC champions
Mid-American Conference,8,Facilities,,
Mid-American Conference,9,Athletic department revenue by school,,
Mid-American Conference,10,Hall of Fame,,
Mid-American Conference,11,Media,1,Broadcasts
Mid-American Conference,11,Media,2,MAC Properties
Mid-American Conference,12,References,,
Mid-American Conference,13,External links,,
Mid-Eastern Athletic Conference,1,History,,
Mid-Eastern Athletic Conference,2,Member schools,1,Current full members
Mid-Eastern Athletic Conference,2,Member schools,2,Associate members
Mid-Eastern Athletic Conference,2,Member schools,3,Former full members
Mid-Eastern Athletic Conference,2,Member schools,4,Former associate members
Mid-Eastern Athletic Conference,2,Member schools,5,Membership timeline
Mid-Eastern Athletic Conference,3,Facilities,,
Mid-Eastern Athletic Conference,4,Apparel,,
Mid-Eastern Athletic Conference,5,Sports,1,Men's sponsored sports by school
Mid-Eastern Athletic Conference,5,Sports,2,Women's sponsored sports by school
Mid-Eastern Athletic Conference,6,Championships,1,NCAA National championships
Mid-Eastern Athletic Conference,6,Championships,2,Football
Mid-Eastern Athletic Conference,6,Championships,3,Men's basketball
Mid-Eastern Athletic Conference,6,Championships,4,Women's basketball
Mid-Eastern Athletic Conference,6,Championships,5,Baseball
Mid-Eastern Athletic Conference,7,See also,,
Mid-Eastern Athletic Conference,8,References,,
Mid-Eastern Athletic Conference,9,External links,,
Missouri Valley Conference,1,History,,
Missouri Valley Conference,2,Member schools,1,Current full members
Missouri Valley Conference,2,Member schools,2,Affiliate members
Missouri Valley Conference,2,Member schools,3,Former members
Missouri Valley Conference,2,Member schools,4,Membership timeline
Missouri Valley Conference,3,Commissioners,,
Missouri Valley Conference,4,Sports,1,Men's sponsored sports by school
Missouri Valley Conference,4,Sports,2,Women's sponsored sports by school
Missouri Valley Conference,5,Facilities,,
